packNumber,slot,cardNumber,cardName,rarity,variant,category
487,uncommon1,158,"Single Strike Scroll of the Fanged Dragon",Uncommon,null,Trainer
487,uncommon2,149,"Gordie",Uncommon,null,Trainer
487,uncommon3,045,"Avalugg",Uncommon,null,Pokemon
487,reverse,052,"Chinchou",Common,null,Pokemon
487,rare,060,"Regieleki",Rare,null,Pokemon
488,common1,035,"Carvanha",Common,null,Pokemon
488,common2,054,"Mareep",Common,null,Pokemon
488,common3,009,"Petilil",Common,null,Pokemon
488,common4,024,"Psyduck",Common,null,Pokemon
488,common5,037,"Feebas",Common,null,Pokemon
488,uncommon1,156,"Rubber Gloves",Uncommon,null,Trainer
488,uncommon2,148,"Full Face Guard",Uncommon,null,Trainer
488,uncommon3,150,"Lucky Ice Pop",Uncommon,null,Trainer
488,reverse,043,"Cryogonal",Common,null,Pokemon
488,rare,056,"Ampharos",Rare,null,Pokemon
489,common1,017,"Applin",Common,null,Pokemon
489,common2,002,"Hoppip",Common,null,Pokemon
489,common3,015,"Gossifleur",Common,null,Pokemon
489,common4,039,"Luvdisc",Common,null,Pokemon
489,common5,049,"Pikachu",Common,null,Pokemon
489,uncommon1,053,"Lanturn",Uncommon,null,Pokemon
489,uncommon2,144,"Crystal Cave",Uncommon,null,Trainer
489,uncommon3,146,"Dream Ball",Uncommon,null,Trainer
489,reverse,044,"Bergmite",Common,null,Pokemon
489,rare,007,"Leafeon V",V,V,Pokemon
490,common1,037,"Feebas",Common,null,Pokemon
490,common2,052,"Chinchou",Common,null,Pokemon
490,common3,049,"Pikachu",Common,null,Pokemon
490,common4,011,"Dwebble",Common,null,Pokemon
490,common5,032,"Lotad",Common,null,Pokemon
490,uncommon1,145,"Digging Gloves",Uncommon,null,Trainer
490,uncommon2,025,"Golduck",Uncommon,null,Pokemon
490,uncommon3,148,"Full Face Guard",Uncommon,null,Trainer
490,reverse,164,"Zinnia’s Resolve",Uncommon,null,Trainer
490,rare,001,"Pinsir",Rare,null,Pokemon
491,common1,052,"Chinchou",Common,null,Pokemon
491,common2,022,"Litleo",Common,null,Pokemon
491,common3,024,"Psyduck",Common,null,Pokemon
491,common4,009,"Petilil",Common,null,Pokemon
491,common5,042,"Tympole",Common,null,Pokemon
491,uncommon1,033,"Lombre",Uncommon,null,Pokemon
491,uncommon2,155,"Ribbon Badge",Uncommon,null,Trainer
491,uncommon3,165,"Treasure Energy",Uncommon,null,Energy
491,reverse,158,"Single Strike Scroll of the Fanged Dragon",Uncommon,null,Trainer
491,rare,007,"Leafeon V",V,V,Pokemon
492,common1,037,"Feebas",Common,null,Pokemon
492,common2,049,"Pikachu",Common,null,Pokemon
492,common3,052,"Chinchou",Common,null,Pokemon
492,common4,005,"Seedot",Common,null,Pokemon
492,common5,024,"Psyduck",Common,null,Pokemon
492,uncommon1,145,"Digging Gloves",Uncommon,null,Trainer
492,uncommon2,148,"Full Face Guard",Uncommon,null,Trainer
492,uncommon3,141,"Aroma Lady",Uncommon,null,Trainer
492,reverse,146,"Dream Ball",Uncommon,null,Trainer
492,rare,004,"Jumpluff",Rare,null,Pokemon
493,common1,052,"Chinchou",Common,null,Pokemon
493,common2,057,"Emolga",Common,null,Pokemon
493,common3,049,"Pikachu",Common,null,Pokemon
493,common4,015,"Gossifleur",Common,null,Pokemon
493,common5,032,"Lotad",Common,null,Pokemon
493,uncommon1,055,"Flaaffy",Uncommon,null,Pokemon
493,uncommon2,145,"Digging Gloves",Uncommon,null,Trainer
493,uncommon3,023,"Pyroar",Uncommon,null,Pokemon
493,reverse,042,"Tympole",Common,null,Pokemon
493,rare,010,"Lilligant",Rare,null,Pokemon
494,common1,035,"Carvanha",Common,null,Pokemon
494,common2,032,"Lotad",Common,null,Pokemon
494,common3,017,"Applin",Common,null,Pokemon
494,common4,026,"Tentacool",Common,null,Pokemon
494,common5,037,"Feebas",Common,null,Pokemon
494,uncommon1,164,"Zinnia’s Resolve",Uncommon,null,Trainer
494,uncommon2,160,"Spirit Mask",Uncommon,null,Trainer
494,uncommon3,148,"Full Face Guard",Uncommon,null,Trainer
494,reverse,039,"Luvdisc",Common,null,Pokemon
494,rare,046,"Wishiwashi",Rare,null,Pokemon
495,common1,032,"Lotad",Common,null,Pokemon
495,common2,017,"Applin",Common,null,Pokemon
495,common3,005,"Seedot",Common,null,Pokemon
495,common4,035,"Carvanha",Common,null,Pokemon
495,common5,042,"Tympole",Common,null,Pokemon
495,uncommon1,149,"Gordie",Uncommon,null,Trainer
495,uncommon2,152,"Raihan",Uncommon,null,Trainer
495,uncommon3,150,"Lucky Ice Pop",Uncommon,null,Trainer
495,reverse,143,"Copycat",Uncommon,null,Trainer
495,rare,014,"Trevenant VMAX",VMAX,VMAX,Pokemon
496,common1,024,"Psyduck",Common,null,Pokemon
496,common2,044,"Bergmite",Common,null,Pokemon
496,common3,039,"Luvdisc",Common,null,Pokemon
496,common4,017,"Applin",Common,null,Pokemon
496,common5,032,"Lotad",Common,null,Pokemon
496,uncommon1,164,"Zinnia’s Resolve",Uncommon,null,Trainer
496,uncommon2,033,"Lombre",Uncommon,null,Pokemon
496,uncommon3,055,"Flaaffy",Uncommon,null,Pokemon
496,reverse,035,"Carvanha",Common,null,Pokemon
496,rare,050,"Raichu",Rare,null,Pokemon
497,common1,044,"Bergmite",Common,null,Pokemon
497,common2,052,"Chinchou",Common,null,Pokemon
497,common3,042,"Tympole",Common,null,Pokemon
497,common4,002,"Hoppip",Common,null,Pokemon
497,common5,039,"Luvdisc",Common,null,Pokemon
497,uncommon1,027,"Tentacruel",Uncommon,null,Pokemon
497,uncommon2,160,"Spirit Mask",Uncommon,null,Trainer
497,uncommon3,152,"Raihan",Uncommon,null,Trainer
497,reverse,056,"Ampharos",Rare,null,Pokemon
497,rare,046,"Wishiwashi",Rare,null,Pokemon
498,common1,042,"Tympole",Common,null,Pokemon
498,common2,024,"Psyduck",Common,null,Pokemon
498,common3,054,"Mareep",Common,null,Pokemon
498,common4,022,"Litleo",Common,null,Pokemon
498,common5,049,"Pikachu",Common,null,Pokemon
498,uncommon1,045,"Avalugg",Uncommon,null,Pokemon
498,uncommon2,012,"Crustle",Uncommon,null,Pokemon
498,uncommon3,160,"Spirit Mask",Uncommon,null,Trainer
498,reverse,017,"Applin",Common,null,Pokemon
498,rare,034,"Ludicolo",Rare,null,Pokemon
499,common1,042,"Tympole",Common,null,Pokemon
499,common2,015,"Gossifleur",Common,null,Pokemon
499,common3,022,"Litleo",Common,null,Pokemon
499,common4,057,"Emolga",Common,null,Pokemon
499,common5,032,"Lotad",Common,null,Pokemon
499,uncommon1,160,"Spirit Mask",Uncommon,null,Trainer
499,uncommon2,151,"Moon & Sun Badge",Uncommon,null,Trainer
499,uncommon3,141,"Aroma Lady",Uncommon,null,Trainer
499,reverse,023,"Pyroar",Uncommon,null,Pokemon
499,rare,038,"Milotic",Rare,null,Pokemon
500,common1,009,"Petilil",Common,null,Pokemon
500,common2,054,"Mareep",Common,null,Pokemon
500,common3,005,"Seedot",Common,null,Pokemon
500,common4,026,"Tentacool",Common,null,Pokemon
500,common5,037,"Feebas",Common,null,Pokemon
500,uncommon1,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,null,Trainer
500,uncommon2,162,"Switching Cups",Uncommon,null,Trainer
500,uncommon3,156,"Rubber Gloves",Uncommon,null,Trainer
500,reverse,053,"Lanturn",Uncommon,null,Pokemon
500,rare,021,"Volcarona V",V,V,Pokemon
501,common1,024,"Psyduck",Common,null,Pokemon
501,common2,057,"Emolga",Common,null,Pokemon
501,common3,009,"Petilil",Common,null,Pokemon
501,common4,035,"Carvanha",Common,null,Pokemon
501,common5,042,"Tympole",Common,null,Pokemon
501,uncommon1,161,"Stormy Mountains",Uncommon,null,Trainer
501,uncommon2,152,"Raihan",Uncommon,null,Trainer
501,uncommon3,141,"Aroma Lady",Uncommon,null,Trainer
501,reverse,032,"Lotad",Common,null,Pokemon
501,rare,036,"Sharpedo",Rare,null,Pokemon
502,common1,039,"Luvdisc",Common,null,Pokemon
502,common2,043,"Cryogonal",Common,null,Pokemon
502,common3,011,"Dwebble",Common,null,Pokemon
502,common4,024,"Psyduck",Common,null,Pokemon
502,common5,017,"Applin",Common,null,Pokemon
502,uncommon1,145,"Digging Gloves",Uncommon,null,Trainer
502,uncommon2,144,"Crystal Cave",Uncommon,null,Trainer
502,uncommon3,159,"Snow Leaf Badge",Uncommon,null,Trainer
502,reverse,037,"Feebas",Common,null,Pokemon
502,rare,040,"Glaceon V",V,V,Pokemon
503,common1,035,"Carvanha",Common,null,Pokemon
503,common2,052,"Chinchou",Common,null,Pokemon
503,common3,026,"Tentacool",Common,null,Pokemon
503,common4,042,"Tympole",Common,null,Pokemon
503,common5,049,"Pikachu",Common,null,Pokemon
503,uncommon1,145,"Digging Gloves",Uncommon,null,Trainer
503,uncommon2,152,"Raihan",Uncommon,null,Trainer
503,uncommon3,143,"Copycat",Uncommon,null,Trainer
503,reverse,024,"Psyduck",Common,null,Pokemon
503,rare,007,"Leafeon V",V,V,Pokemon
504,common1,037,"Feebas",Common,null,Pokemon
504,common2,009,"Petilil",Common,null,Pokemon
504,common3,043,"Cryogonal",Common,null,Pokemon
504,common4,057,"Emolga",Common,null,Pokemon
504,common5,015,"Gossifleur",Common,null,Pokemon
504,uncommon1,047,"Eiscue",Uncommon,null,Pokemon
504,uncommon2,156,"Rubber Gloves",Uncommon,null,Trainer
504,uncommon3,150,"Lucky Ice Pop",Uncommon,null,Trainer
504,reverse,024,"Psyduck",Common,null,Pokemon
504,rare,204,"Leafeon VMAX",VMAX,VMAX,Pokemon
505,common1,032,"Lotad",Common,null,Pokemon
505,common2,022,"Litleo",Common,null,Pokemon
505,common3,054,"Mareep",Common,null,Pokemon
505,common4,049,"Pikachu",Common,null,Pokemon
505,common5,043,"Cryogonal",Common,null,Pokemon
505,uncommon1,147,"Elemental Badge",Uncommon,null,Trainer
505,uncommon2,154,"Rescue Carrier",Uncommon,null,Trainer
505,uncommon3,144,"Crystal Cave",Uncommon,null,Trainer
505,reverse,052,"Chinchou",Common,null,Pokemon
505,rare,028,"Gyarados V",V,V,Pokemon
506,common1,043,"Cryogonal",Common,null,Pokemon
506,common2,035,"Carvanha",Common,null,Pokemon
506,common3,026,"Tentacool",Common,null,Pokemon
506,common4,039,"Luvdisc",Common,null,Pokemon
506,common5,015,"Gossifleur",Common,null,Pokemon
506,uncommon1,033,"Lombre",Uncommon,null,Pokemon
506,uncommon2,160,"Spirit Mask",Uncommon,null,Trainer
506,uncommon3,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,null,Trainer
506,reverse,024,"Psyduck",Common,null,Pokemon
506,rare,028,"Gyarados V",V,V,Pokemon
507,common1,035,"Carvanha",Common,null,Pokemon
507,common2,024,"Psyduck",Common,null,Pokemon
507,common3,057,"Emolga",Common,null,Pokemon
507,common4,039,"Luvdisc",Common,null,Pokemon
507,common5,037,"Feebas",Common,null,Pokemon
507,uncommon1,159,"Snow Leaf Badge",Uncommon,null,Trainer
507,uncommon2,053,"Lanturn",Uncommon,null,Pokemon
507,uncommon3,155,"Ribbon Badge",Uncommon,null,Trainer
507,reverse,152,"Raihan",Uncommon,null,Trainer
507,rare,001,"Pinsir",Rare,null,Pokemon
508,common1,015,"Gossifleur",Common,null,Pokemon
508,common2,052,"Chinchou",Common,null,Pokemon
508,common3,035,"Carvanha",Common,null,Pokemon
508,common4,026,"Tentacool",Common,null,Pokemon
508,common5,049,"Pikachu",Common,null,Pokemon
508,uncommon1,142,"Boost Shake",Uncommon,null,Trainer
508,uncommon2,155,"Ribbon Badge",Uncommon,null,Trainer
508,uncommon3,047,"Eiscue",Uncommon,null,Pokemon
508,reverse,050,"Raichu",Rare,null,Pokemon
508,rare,031,"Suicune V",V,V,Pokemon
509,common1,032,"Lotad",Common,null,Pokemon
509,common2,037,"Feebas",Common,null,Pokemon
509,common3,044,"Bergmite",Common,null,Pokemon
509,common4,002,"Hoppip",Common,null,Pokemon
509,common5,011,"Dwebble",Common,null,Pokemon
509,uncommon1,147,"Elemental Badge",Uncommon,null,Trainer
509,uncommon2,146,"Dream Ball",Uncommon,null,Trainer
509,uncommon3,165,"Treasure Energy",Uncommon,null,Energy
509,reverse,050,"Raichu",Rare,null,Pokemon
509,rare,060,"Regieleki",Rare,null,Pokemon
510,common1,024,"Psyduck",Common,null,Pokemon
510,common2,044,"Bergmite",Common,null,Pokemon
510,common3,035,"Carvanha",Common,null,Pokemon
510,common4,057,"Emolga",Common,null,Pokemon
510,common5,017,"Applin",Common,null,Pokemon
510,uncommon1,149,"Gordie",Uncommon,null,Trainer
510,uncommon2,146,"Dream Ball",Uncommon,null,Trainer
510,uncommon3,156,"Rubber Gloves",Uncommon,null,Trainer
510,reverse,002,"Hoppip",Common,null,Pokemon
510,rare,021,"Volcarona V",V,V,Pokemon
511,common1,039,"Luvdisc",Common,null,Pokemon
511,common2,011,"Dwebble",Common,null,Pokemon
511,common3,009,"Petilil",Common,null,Pokemon
511,common4,024,"Psyduck",Common,null,Pokemon
511,common5,017,"Applin",Common,null,Pokemon
511,uncommon1,163,"Toy Catcher",Uncommon,null,Trainer
511,uncommon2,143,"Copycat",Uncommon,null,Trainer
511,uncommon3,147,"Elemental Badge",Uncommon,null,Trainer
511,reverse,022,"Litleo",Common,null,Pokemon
511,rare,006,"Tropius",Rare,null,Pokemon
512,common1,032,"Lotad",Common,null,Pokemon
512,common2,017,"Applin",Common,null,Pokemon
512,common3,009,"Petilil",Common,null,Pokemon
512,common4,011,"Dwebble",Common,null,Pokemon
512,common5,044,"Bergmite",Common,null,Pokemon
512,uncommon1,155,"Ribbon Badge",Uncommon,null,Trainer
512,uncommon2,027,"Tentacruel",Uncommon,null,Pokemon
512,uncommon3,156,"Rubber Gloves",Uncommon,null,Trainer
512,reverse,043,"Cryogonal",Common,null,Pokemon
512,rare,001,"Pinsir",Rare,null,Pokemon
513,common1,002,"Hoppip",Common,null,Pokemon
513,common2,052,"Chinchou",Common,null,Pokemon
513,common3,039,"Luvdisc",Common,null,Pokemon
513,common4,015,"Gossifleur",Common,null,Pokemon
513,common5,022,"Litleo",Common,null,Pokemon
513,uncommon1,148,"Full Face Guard",Uncommon,null,Trainer
513,uncommon2,150,"Lucky Ice Pop",Uncommon,null,Trainer
513,uncommon3,161,"Stormy Mountains",Uncommon,null,Trainer
513,reverse,032,"Lotad",Common,null,Pokemon
513,rare,019,"Entei",Rare,null,Pokemon
514,common1,032,"Lotad",Common,null,Pokemon
514,common2,054,"Mareep",Common,null,Pokemon
514,common3,052,"Chinchou",Common,null,Pokemon
514,common4,035,"Carvanha",Common,null,Pokemon
514,common5,057,"Emolga",Common,null,Pokemon
514,uncommon1,163,"Toy Catcher",Uncommon,null,Trainer
514,uncommon2,164,"Zinnia’s Resolve",Uncommon,null,Trainer
514,uncommon3,003,"Skiploom",Uncommon,null,Pokemon
514,reverse,024,"Psyduck",Common,null,Pokemon
514,rare,010,"Lilligant",Rare,null,Pokemon
515,common1,057,"Emolga",Common,null,Pokemon
515,common2,042,"Tympole",Common,null,Pokemon
515,common3,052,"Chinchou",Common,null,Pokemon
515,common4,024,"Psyduck",Common,null,Pokemon
515,common5,022,"Litleo",Common,null,Pokemon
515,uncommon1,003,"Skiploom",Uncommon,null,Pokemon
515,uncommon2,147,"Elemental Badge",Uncommon,null,Trainer
515,uncommon3,045,"Avalugg",Uncommon,null,Pokemon
515,reverse,033,"Lombre",Uncommon,null,Pokemon
515,rare,010,"Lilligant",Rare,null,Pokemon
516,common1,005,"Seedot",Common,null,Pokemon
516,common2,032,"Lotad",Common,null,Pokemon
516,common3,011,"Dwebble",Common,null,Pokemon
516,common4,039,"Luvdisc",Common,null,Pokemon
516,common5,042,"Tympole",Common,null,Pokemon
516,uncommon1,149,"Gordie",Uncommon,null,Trainer
516,uncommon2,025,"Golduck",Uncommon,null,Pokemon
516,uncommon3,141,"Aroma Lady",Uncommon,null,Trainer
516,reverse,015,"Gossifleur",Common,null,Pokemon
516,rare,038,"Milotic",Rare,null,Pokemon
517,common1,026,"Tentacool",Common,null,Pokemon
517,common2,024,"Psyduck",Common,null,Pokemon
517,common3,009,"Petilil",Common,null,Pokemon
517,common4,054,"Mareep",Common,null,Pokemon
517,common5,044,"Bergmite",Common,null,Pokemon
517,uncommon1,025,"Golduck",Uncommon,null,Pokemon
517,uncommon2,053,"Lanturn",Uncommon,null,Pokemon
517,uncommon3,146,"Dream Ball",Uncommon,null,Trainer
517,reverse,049,"Pikachu",Common,null,Pokemon
517,rare,040,"Glaceon V",V,V,Pokemon
518,common1,035,"Carvanha",Common,null,Pokemon
518,common2,049,"Pikachu",Common,null,Pokemon
518,common3,039,"Luvdisc",Common,null,Pokemon
518,common4,043,"Cryogonal",Common,null,Pokemon
518,common5,015,"Gossifleur",Common,null,Pokemon
518,uncommon1,165,"Treasure Energy",Uncommon,null,Energy
518,uncommon2,149,"Gordie",Uncommon,null,Trainer
518,uncommon3,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,null,Trainer
518,reverse,037,"Feebas",Common,null,Pokemon
518,rare,006,"Tropius",Rare,null,Pokemon
519,common1,011,"Dwebble",Common,null,Pokemon
519,common2,009,"Petilil",Common,null,Pokemon
519,common3,043,"Cryogonal",Common,null,Pokemon
519,common4,002,"Hoppip",Common,null,Pokemon
519,common5,044,"Bergmite",Common,null,Pokemon
519,uncommon1,158,"Single Strike Scroll of the Fanged Dragon",Uncommon,null,Trainer
519,uncommon2,163,"Toy Catcher",Uncommon,null,Trainer
519,uncommon3,161,"Stormy Mountains",Uncommon,null,Trainer
519,reverse,042,"Tympole",Common,null,Pokemon
519,rare,046,"Wishiwashi",Rare,null,Pokemon
520,common1,035,"Carvanha",Common,null,Pokemon
520,common2,005,"Seedot",Common,null,Pokemon
520,common3,052,"Chinchou",Common,null,Pokemon
520,common4,032,"Lotad",Common,null,Pokemon
520,common5,054,"Mareep",Common,null,Pokemon
520,uncommon1,156,"Rubber Gloves",Uncommon,null,Trainer
520,uncommon2,027,"Tentacruel",Uncommon,null,Pokemon
520,uncommon3,142,"Boost Shake",Uncommon,null,Trainer
520,reverse,017,"Applin",Common,null,Pokemon
520,rare,036,"Sharpedo",Rare,null,Pokemon
521,common1,037,"Feebas",Common,null,Pokemon
521,common2,002,"Hoppip",Common,null,Pokemon
521,common3,009,"Petilil",Common,null,Pokemon
521,common4,054,"Mareep",Common,null,Pokemon
521,common5,043,"Cryogonal",Common,null,Pokemon
521,uncommon1,149,"Gordie",Uncommon,null,Trainer
521,uncommon2,157,"Shopping Center",Uncommon,null,Trainer
521,uncommon3,155,"Ribbon Badge",Uncommon,null,Trainer
521,reverse,044,"Bergmite",Common,null,Pokemon
521,rare,060,"Regieleki",Rare,null,Pokemon
522,common1,022,"Litleo",Common,null,Pokemon
522,common2,005,"Seedot",Common,null,Pokemon
522,common3,044,"Bergmite",Common,null,Pokemon
522,common4,049,"Pikachu",Common,null,Pokemon
522,common5,011,"Dwebble",Common,null,Pokemon
522,uncommon1,164,"Zinnia’s Resolve",Uncommon,null,Trainer
522,uncommon2,151,"Moon & Sun Badge",Uncommon,null,Trainer
522,uncommon3,027,"Tentacruel",Uncommon,null,Pokemon
522,reverse,155,"Ribbon Badge",Uncommon,null,Trainer
522,rare,056,"Ampharos",Rare,null,Pokemon
523,common1,039,"Luvdisc",Common,null,Pokemon
523,common2,032,"Lotad",Common,null,Pokemon
523,common3,011,"Dwebble",Common,null,Pokemon
523,common4,054,"Mareep",Common,null,Pokemon
523,common5,044,"Bergmite",Common,null,Pokemon
523,uncommon1,148,"Full Face Guard",Uncommon,null,Trainer
523,uncommon2,154,"Rescue Carrier",Uncommon,null,Trainer
523,uncommon3,162,"Switching Cups",Uncommon,null,Trainer
523,reverse,043,"Cryogonal",Common,null,Pokemon
523,rare,036,"Sharpedo",Rare,null,Pokemon
524,common1,042,"Tympole",Common,null,Pokemon
524,common2,022,"Litleo",Common,null,Pokemon
524,common3,057,"Emolga",Common,null,Pokemon
524,common4,044,"Bergmite",Common,null,Pokemon
524,common5,037,"Feebas",Common,null,Pokemon
524,uncommon1,156,"Rubber Gloves",Uncommon,null,Trainer
524,uncommon2,003,"Skiploom",Uncommon,null,Pokemon
524,uncommon3,012,"Crustle",Uncommon,null,Pokemon
524,reverse,034,"Ludicolo",Rare,null,Pokemon
524,rare,048,"Arctovish V",V,V,Pokemon
525,common1,005,"Seedot",Common,null,Pokemon
525,common2,054,"Mareep",Common,null,Pokemon
525,common3,024,"Psyduck",Common,null,Pokemon
525,common4,035,"Carvanha",Common,null,Pokemon
525,common5,057,"Emolga",Common,null,Pokemon
525,uncommon1,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,null,Trainer
525,uncommon2,149,"Gordie",Uncommon,null,Trainer
525,uncommon3,047,"Eiscue",Uncommon,null,Pokemon
525,reverse,154,"Rescue Carrier",Uncommon,null,Trainer
525,rare,048,"Arctovish V",V,V,Pokemon
526,common1,039,"Luvdisc",Common,null,Pokemon
526,common2,057,"Emolga",Common,null,Pokemon
526,common3,037,"Feebas",Common,null,Pokemon
526,common4,005,"Seedot",Common,null,Pokemon
526,common5,049,"Pikachu",Common,null,Pokemon
526,uncommon1,148,"Full Face Guard",Uncommon,null,Trainer
526,uncommon2,154,"Rescue Carrier",Uncommon,null,Trainer
526,uncommon3,151,"Moon & Sun Badge",Uncommon,null,Trainer
526,reverse,025,"Golduck",Uncommon,null,Pokemon
526,rare,204,"Leafeon VMAX",VMAX,VMAX,Pokemon
527,common1,039,"Luvdisc",Common,null,Pokemon
527,common2,043,"Cryogonal",Common,null,Pokemon
527,common3,015,"Gossifleur",Common,null,Pokemon
527,common4,026,"Tentacool",Common,null,Pokemon
527,common5,005,"Seedot",Common,null,Pokemon
527,uncommon1,159,"Snow Leaf Badge",Uncommon,null,Trainer
527,uncommon2,053,"Lanturn",Uncommon,null,Pokemon
527,uncommon3,025,"Golduck",Uncommon,null,Pokemon
527,reverse,146,"Dream Ball",Uncommon,null,Trainer
527,rare,034,"Ludicolo",Rare,null,Pokemon
528,common1,009,"Petilil",Common,null,Pokemon
528,common2,026,"Tentacool",Common,null,Pokemon
528,common3,042,"Tympole",Common,null,Pokemon
528,common4,035,"Carvanha",Common,null,Pokemon
528,common5,032,"Lotad",Common,null,Pokemon
528,uncommon1,047,"Eiscue",Uncommon,null,Pokemon
528,uncommon2,154,"Rescue Carrier",Uncommon,null,Trainer
528,uncommon3,157,"Shopping Center",Uncommon,null,Trainer
528,reverse,052,"Chinchou",Common,null,Pokemon
528,rare,006,"Tropius",Rare,null,Pokemon
529,common1,032,"Lotad",Common,null,Pokemon
529,common2,017,"Applin",Common,null,Pokemon
529,common3,009,"Petilil",Common,null,Pokemon
529,common4,015,"Gossifleur",Common,null,Pokemon
529,common5,035,"Carvanha",Common,null,Pokemon
529,uncommon1,159,"Snow Leaf Badge",Uncommon,null,Trainer
529,uncommon2,141,"Aroma Lady",Uncommon,null,Trainer
529,uncommon3,162,"Switching Cups",Uncommon,null,Trainer
529,reverse,142,"Boost Shake",Uncommon,null,Trainer
529,rare,016,"Eldegoss",Rare,null,Pokemon
530,common1,037,"Feebas",Common,null,Pokemon
530,common2,002,"Hoppip",Common,null,Pokemon
530,common3,043,"Cryogonal",Common,null,Pokemon
530,common4,042,"Tympole",Common,null,Pokemon
530,common5,039,"Luvdisc",Common,null,Pokemon
530,uncommon1,045,"Avalugg",Uncommon,null,Pokemon
530,uncommon2,141,"Aroma Lady",Uncommon,null,Trainer
530,uncommon3,162,"Switching Cups",Uncommon,null,Trainer
530,reverse,032,"Lotad",Common,null,Pokemon
530,rare,051,"Jolteon VMAX",VMAX,VMAX,Pokemon
531,common1,042,"Tympole",Common,null,Pokemon
531,common2,044,"Bergmite",Common,null,Pokemon
531,common3,054,"Mareep",Common,null,Pokemon
531,common4,024,"Psyduck",Common,null,Pokemon
531,common5,035,"Carvanha",Common,null,Pokemon
531,uncommon1,003,"Skiploom",Uncommon,null,Pokemon
531,uncommon2,160,"Spirit Mask",Uncommon,null,Trainer
531,uncommon3,027,"Tentacruel",Uncommon,null,Pokemon
531,reverse,056,"Ampharos",Rare,null,Pokemon
531,rare,050,"Raichu",Rare,null,Pokemon
532,common1,011,"Dwebble",Common,null,Pokemon
532,common2,015,"Gossifleur",Common,null,Pokemon
532,common3,037,"Feebas",Common,null,Pokemon
532,common4,052,"Chinchou",Common,null,Pokemon
532,common5,039,"Luvdisc",Common,null,Pokemon
532,uncommon1,045,"Avalugg",Uncommon,null,Pokemon
532,uncommon2,157,"Shopping Center",Uncommon,null,Trainer
532,uncommon3,160,"Spirit Mask",Uncommon,null,Trainer
532,reverse,002,"Hoppip",Common,null,Pokemon
532,rare,031,"Suicune V",V,V,Pokemon
533,common1,057,"Emolga",Common,null,Pokemon
533,common2,015,"Gossifleur",Common,null,Pokemon
533,common3,037,"Feebas",Common,null,Pokemon
533,common4,044,"Bergmite",Common,null,Pokemon
533,common5,024,"Psyduck",Common,null,Pokemon
533,uncommon1,141,"Aroma Lady",Uncommon,null,Trainer
533,uncommon2,033,"Lombre",Uncommon,null,Pokemon
533,uncommon3,156,"Rubber Gloves",Uncommon,null,Trainer
533,reverse,026,"Tentacool",Common,null,Pokemon
533,rare,019,"Entei",Rare,null,Pokemon
534,common1,005,"Seedot",Common,null,Pokemon
534,common2,037,"Feebas",Common,null,Pokemon
534,common3,017,"Applin",Common,null,Pokemon
534,common4,054,"Mareep",Common,null,Pokemon
534,common5,035,"Carvanha",Common,null,Pokemon
534,uncommon1,146,"Dream Ball",Uncommon,null,Trainer
534,uncommon2,161,"Stormy Mountains",Uncommon,null,Trainer
534,uncommon3,157,"Shopping Center",Uncommon,null,Trainer
534,reverse,151,"Moon & Sun Badge",Uncommon,null,Trainer
534,rare,016,"Eldegoss",Rare,null,Pokemon
535,common1,002,"Hoppip",Common,null,Pokemon
535,common2,024,"Psyduck",Common,null,Pokemon
535,common3,015,"Gossifleur",Common,null,Pokemon
535,common4,009,"Petilil",Common,null,Pokemon
535,common5,011,"Dwebble",Common,null,Pokemon
535,uncommon1,151,"Moon & Sun Badge",Uncommon,null,Trainer
535,uncommon2,155,"Ribbon Badge",Uncommon,null,Trainer
535,uncommon3,162,"Switching Cups",Uncommon,null,Trainer
535,reverse,057,"Emolga",Common,null,Pokemon
535,rare,060,"Regieleki",Rare,null,Pokemon
536,common1,037,"Feebas",Common,null,Pokemon
536,common2,054,"Mareep",Common,null,Pokemon
536,common3,009,"Petilil",Common,null,Pokemon
536,common4,024,"Psyduck",Common,null,Pokemon
536,common5,052,"Chinchou",Common,null,Pokemon
536,uncommon1,144,"Crystal Cave",Uncommon,null,Trainer
536,uncommon2,156,"Rubber Gloves",Uncommon,null,Trainer
536,uncommon3,152,"Raihan",Uncommon,null,Trainer
536,reverse,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,null,Trainer
536,rare,048,"Arctovish V",V,V,Pokemon
537,common1,035,"Carvanha",Common,null,Pokemon
537,common2,005,"Seedot",Common,null,Pokemon
537,common3,044,"Bergmite",Common,null,Pokemon
537,common4,017,"Applin",Common,null,Pokemon
537,common5,042,"Tympole",Common,null,Pokemon
537,uncommon1,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,null,Trainer
537,uncommon2,161,"Stormy Mountains",Uncommon,null,Trainer
537,uncommon3,148,"Full Face Guard",Uncommon,null,Trainer
537,reverse,157,"Shopping Center",Uncommon,null,Trainer
537,rare,001,"Pinsir",Rare,null,Pokemon
538,common1,011,"Dwebble",Common,null,Pokemon
538,common2,057,"Emolga",Common,null,Pokemon
538,common3,035,"Carvanha",Common,null,Pokemon
538,common4,026,"Tentacool",Common,null,Pokemon
